N,K,Virtual cost,Physical cost,Optimal Cost,vCost/OptimalCost,pCost/OptimalCost,length,sequence
20,5,92,84,30,3.06666666666667,2.8,400,"[9, 9, 9, 12, 9, 10, 11, 10, 9, 10, 11, 11, 11, 10, 8, 10, 10, 11, 11, 8, 10, 9, 10, 10, 12, 10, 11, 9, 9, 10, 11, 11, 10, 11, 9, 10, 10, 11, 11, 11, 10, 11, 10, 10, 9, 10, 11, 9, 9, 9, 8, 10, 9, 9, 9, 9, 9, 10, 9, 10, 10, 10, 8, 11, 9, 10, 10, 11, 12, 9, 9, 8, 9, 10, 10, 11, 9, 11, 10, 9, 10, 10, 11, 11, 10, 9, 9, 9, 11, 10, 10, 10, 10, 11, 10, 9, 10, 9, 9, 11, 9, 9, 8, 10, 10, 8, 11, 10, 10, 11, 11, 11, 10, 11, 9, 10, 11, 10, 12, 9, 11, 11, 12, 10, 10, 11, 10, 12, 9, 10, 9, 10, 11, 10, 10, 10, 10, 10, 8, 10, 11, 11, 11, 11, 11, 11, 10, 10, 11, 11, 10, 10, 11, 10, 10, 10, 11, 9, 8, 11, 12, 10, 11, 10, 11, 9, 10, 11, 8, 9, 10, 12, 10, 10, 10, 9, 9, 11, 11, 9, 8, 9, 10, 12, 8, 9, 11, 11, 8, 12, 11, 12, 9, 12, 10, 10, 12, 10, 9, 9, 9, 9, 9, 10, 11, 9, 10, 8, 12, 10, 9, 9, 11, 9, 9, 11, 10, 9, 11, 11, 11, 8, 10, 11, 10, 10, 10, 8, 11, 10, 9, 11, 10, 11, 12, 11, 10, 10, 10, 9, 11, 10, 12, 11, 10, 9, 10, 9, 10, 9, 10, 10, 10, 10, 9, 11, 10, 10, 10, 10, 10, 12, 10, 10, 8, 11, 11, 10, 9, 9, 11, 11, 11, 10, 11, 12, 9, 10, 11, 8, 9, 12, 12, 9, 9, 10, 8, 12, 11, 8, 10, 9, 9, 10, 11, 10, 9, 9, 10, 10, 11, 8, 11, 11, 10, 10, 11, 11, 11, 11, 10, 11, 7, 7, 10, 10, 9, 10, 9, 10, 9, 9, 10, 8, 11, 10, 11, 11, 10, 10, 12, 9, 11, 12, 11, 10, 11, 10, 8, 11, 12, 10, 11, 11, 10, 10, 11, 9, 10, 11, 10, 10, 10, 10, 9, 9, 12, 12, 10, 11, 9, 9, 9, 11, 8, 11, 11, 9, 9, 11, 11, 10, 12, 10, 8, 11, 11, 11, 9, 9, 8, 10, 9, 10, 12, 12, 10, 10, 9, 11, 9, 9, 11, 10, 9, 10, 9, 10, 9, 9]"
20,5,160,134,28,5.71428571428571,4.78571428571429,400,"[11, 9, 10, 11, 11, 9, 9, 11, 10, 10, 9, 10, 11, 12, 11, 10, 12, 10, 10, 12, 11, 11, 9, 11, 8, 10, 10, 10, 10, 8, 11, 12, 9, 9, 11, 10, 10, 11, 9, 11, 10, 9, 9, 10, 12, 10, 10, 11, 10, 9, 9, 10, 10, 12, 10, 11, 10, 10, 9, 9, 9, 11, 8, 10, 8, 11, 13, 13, 12, 10, 10, 11, 8, 10, 9, 10, 9, 10, 10, 9, 9, 9, 11, 10, 9, 12, 9, 11, 9, 9, 11, 12, 10, 10, 9, 11, 10, 9, 9, 10, 10, 9, 12, 9, 9, 12, 10, 11, 11, 9, 10, 10, 9, 9, 9, 9, 10, 10, 10, 10, 11, 10, 9, 10, 11, 10, 9, 9, 13, 9, 11, 10, 10, 10, 9, 9, 9, 10, 11, 10, 11, 10, 10, 11, 9, 11, 9, 10, 10, 9, 9, 9, 10, 10, 10, 10, 10, 11, 10, 10, 10, 9, 9, 10, 11, 9, 11, 11, 11, 10, 10, 9, 10, 9, 11, 9, 12, 10, 11, 9, 11, 10, 11, 9, 12, 10, 11, 11, 11, 12, 9, 9, 11, 10, 8, 10, 10, 12, 9, 9, 9, 10, 11, 8, 11, 9, 10, 9, 10, 10, 11, 10, 10, 9, 9, 9, 8, 11, 10, 8, 9, 12, 11, 10, 9, 9, 11, 12, 9, 10, 8, 8, 11, 9, 10, 11, 12, 9, 11, 9, 11, 10, 10, 10, 12, 10, 10, 10, 9, 12, 10, 12, 11, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10, 9, 11, 9, 10, 8, 10, 10, 12, 9, 10, 10, 11, 11, 10, 11, 9, 10, 10, 9, 9, 10, 8, 10, 9, 9, 8, 9, 9, 8, 10, 10, 10, 10, 8, 9, 10, 10, 11, 11, 8, 11, 9, 10, 9, 10, 10, 11, 9, 11, 8, 11, 11, 12, 11, 10, 12, 9, 10, 11, 11, 9, 9, 11, 10, 9, 12, 10, 10, 8, 10, 12, 10, 11, 10, 10, 10, 10, 9, 8, 10, 10, 9, 10, 11, 8, 9, 11, 9, 10, 11, 11, 9, 8, 9, 11, 11, 10, 9, 10, 8, 9, 10, 9, 7, 12, 10, 9, 10, 10, 11, 12, 9, 9, 10, 9, 10, 9, 9, 11, 10, 11, 11, 11, 11, 9, 9, 10, 9, 9, 10, 9, 10, 11, 11, 11, 9, 12]"
20,5,132,120,29,4.55172413793104,4.13793103448276,400,"[9, 12, 12, 10, 10, 9, 10, 10, 9, 11, 10, 9, 10, 10, 10, 10, 10, 10, 10, 8, 10, 10, 11, 11, 9, 11, 11, 9, 10, 11, 10, 10, 8, 11, 9, 8, 10, 11, 10, 9, 9, 10, 8, 9, 10, 10, 11, 10, 9, 8, 9, 9, 12, 10, 10, 8, 11, 12, 10, 9, 11, 11, 12, 9, 10, 10, 11, 12, 11, 12, 10, 9, 10, 9, 11, 10, 10, 10, 9, 11, 10, 12, 10, 10, 9, 10, 8, 11, 9, 11, 10, 8, 11, 9, 9, 9, 10, 11, 11, 11, 10, 10, 10, 9, 8, 10, 10, 9, 11, 10, 10, 7, 12, 9, 9, 9, 10, 10, 12, 11, 9, 11, 11, 11, 9, 10, 9, 9, 9, 11, 9, 10, 10, 9, 12, 9, 10, 11, 11, 10, 9, 9, 9, 10, 11, 9, 10, 9, 10, 10, 10, 11, 9, 11, 9, 11, 11, 9, 11, 11, 10, 8, 11, 11, 9, 9, 9, 11, 12, 11, 10, 14, 11, 10, 9, 10, 10, 9, 12, 9, 11, 10, 8, 11, 10, 9, 9, 10, 8, 10, 9, 11, 10, 9, 10, 11, 9, 13, 11, 10, 11, 9, 10, 10, 11, 11, 10, 10, 11, 12, 11, 10, 9, 10, 8, 10, 10, 11, 10, 9, 10, 10, 9, 10, 9, 12, 11, 9, 8, 8, 9, 9, 10, 10, 11, 9, 11, 9, 11, 11, 10, 8, 9, 10, 9, 9, 9, 10, 12, 10, 10, 10, 9, 9, 9, 10, 11, 11, 12, 9, 10, 11, 11, 11, 10, 11, 11, 10, 10, 9, 10, 10, 11, 10, 9, 11, 10, 8, 10, 11, 9, 11, 11, 8, 10, 11, 9, 9, 9, 11, 9, 10, 10, 11, 10, 10, 11, 11, 11, 9, 11, 11, 10, 10, 10, 10, 9, 8, 10, 10, 9, 10, 9, 11, 9, 10, 9, 9, 12, 11, 10, 10, 10, 11, 9, 11, 8, 10, 12, 10, 10, 12, 12, 10, 9, 10, 11, 10, 11, 10, 11, 8, 10, 11, 9, 9, 10, 9, 9, 10, 10, 10, 11, 11, 11, 10, 9, 10, 9, 10, 11, 11, 10, 10, 10, 8, 8, 10, 10, 9, 11, 11, 9, 10, 9, 10, 11, 9, 10, 10, 12, 9, 10, 10, 11, 10, 11, 10, 11, 12, 9, 9, 10, 9, 8, 11, 9, 10, 10, 10]"
20,5,83,77,15,5.533333333333333,5.133333333333334,400,"[10, 9, 9, 10, 11, 11, 9, 9, 11, 11, 10, 10, 11, 10, 10, 11, 9, 11, 10, 9, 8, 10, 9, 12, 11, 9, 10, 9, 11, 10, 11, 13, 8, 10, 8, 10, 10, 8, 10, 11, 12, 10, 12, 8, 9, 12, 9, 10, 12, 8, 11, 10, 9, 10, 11, 10, 9, 10, 9, 9, 10, 9, 10, 11, 11, 12, 11, 10, 9, 11, 9, 11, 10, 10, 9, 10, 10, 9, 9, 10, 11, 10, 11, 10, 10, 10, 11, 10, 11, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 10, 9, 10, 10, 11, 11, 11, 8, 8, 11, 10, 11, 11, 10, 10, 8, 10, 10, 9, 11, 10, 13, 10, 10, 9, 9, 9, 10, 12, 9, 11, 10, 11, 9, 11, 10, 13, 8, 10, 10, 10, 10, 10, 9, 9, 10, 12, 12, 11, 9, 10, 10, 9, 12, 12, 11, 11, 9, 10, 10, 10, 11, 10, 10, 10, 10, 10, 10, 10, 9, 9, 11, 11, 10, 12, 11, 12, 11, 10, 12, 9, 10, 9, 11, 11, 10, 9, 11, 10, 10, 10, 9, 10, 10, 10, 10, 9, 9, 9, 10, 11, 10, 9, 10, 10, 11, 10, 9, 10, 12, 8, 10, 10, 11, 11, 11, 10, 10, 11, 11, 9, 10, 8, 11, 9, 11, 11, 10, 9, 11, 9, 9, 9, 9, 9, 12, 11, 12, 9, 10, 10, 10, 11, 9, 11, 9, 10, 8, 11, 10, 10, 10, 9, 10, 10, 10, 9, 10, 11, 10, 8, 9, 10, 9, 9, 11, 11, 9, 11, 10, 12, 9, 9, 11, 9, 10, 10, 9, 9, 11, 11, 10, 10, 8, 10, 10, 12, 11, 10, 8, 9, 11, 10, 10, 9, 12, 12, 8, 9, 12, 10, 9, 9, 8, 10, 10, 10, 10, 11, 9, 9, 9, 11, 12, 10, 10, 10, 11, 9, 11, 10, 9, 11, 9, 9, 10, 11, 10, 9, 10, 9, 9, 9, 10, 10, 9, 10, 11, 11, 11, 11, 11, 8, 8, 10, 11, 12, 10, 9, 11, 9, 12, 11, 11, 11, 11, 10, 8, 9, 10, 9, 11, 9, 11, 9, 9, 8, 10, 11, 12, 7, 9, 11, 10, 12, 10, 11, 10, 12, 11, 11, 10, 12, 10, 10, 10, 10, 9, 9, 10, 11, 9, 11, 9, 11, 11, 9, 10, 11, 11, 9]"
20,5,81,63,19,4.2631578947368425,3.3157894736842106,400,"[10, 8, 11, 10, 9, 9, 12, 10, 10, 13, 9, 10, 8, 11, 9, 11, 10, 9, 8, 9, 13, 11, 10, 11, 8, 10, 9, 9, 9, 10, 10, 11, 11, 10, 10, 12, 11, 10, 9, 11, 11, 9, 10, 9, 11, 9, 11, 9, 10, 11, 11, 11, 11, 11, 9, 9, 10, 10, 9, 11, 10, 10, 11, 9, 9, 10, 8, 10, 11, 10, 10, 10, 8, 8, 10, 10, 10, 11, 10, 10, 11, 9, 9, 9, 8, 9, 10, 10, 10, 11, 11, 9, 10, 10, 9, 10, 11, 10, 11, 8, 10, 12, 11, 8, 11, 11, 11, 10, 11, 9, 10, 11, 9, 9, 10, 9, 11, 10, 10, 10, 10, 10, 9, 10, 9, 9, 9, 9, 9, 12, 10, 11, 10, 10, 11, 11, 9, 10, 10, 10, 10, 10, 10, 11, 9, 10, 9, 10, 8, 10, 11, 10, 11, 10, 9, 11, 11, 8, 10, 12, 12, 9, 10, 9, 11, 10, 8, 9, 9, 9, 11, 10, 9, 10, 8, 10, 11, 10, 10, 10, 11, 9, 10, 10, 9, 10, 10, 11, 8, 11, 11, 9, 9, 12, 10, 11, 11, 9, 8, 10, 10, 11, 10, 10, 11, 11, 10, 11, 11, 12, 11, 10, 11, 11, 9, 10, 10, 9, 11, 12, 11, 10, 10, 9, 12, 10, 8, 10, 9, 11, 11, 10, 10, 9, 12, 11, 10, 10, 10, 10, 10, 11, 10, 10, 10, 11, 10, 9, 10, 9, 11, 10, 9, 10, 10, 11, 10, 10, 9, 10, 10, 9, 8, 11, 9, 9, 11, 10, 11, 10, 11, 10, 12, 10, 12, 12, 10, 11, 10, 10, 11, 12, 10, 10, 10, 11, 11, 11, 10, 10, 9, 9, 11, 10, 9, 9, 9, 11, 9, 11, 10, 8, 10, 9, 11, 9, 11, 9, 10, 11, 9, 9, 11, 11, 9, 10, 10, 8, 8, 10, 9, 11, 10, 10, 9, 9, 10, 11, 11, 9, 10, 10, 11, 9, 10, 11, 12, 11, 9, 10, 7, 9, 10, 9, 9, 12, 10, 10, 10, 9, 10, 9, 9, 11, 10, 11, 10, 10, 9, 10, 9, 10, 12, 10, 10, 11, 9, 11, 9, 11, 10, 10, 10, 10, 9, 10, 9, 10, 11, 10, 9, 10, 10, 10, 11, 10, 9, 9, 10, 10, 11, 11, 10, 11, 11, 10, 11, 11, 11, 9]"
20,5,101,95,25,4.04,3.8,400,"[10, 10, 9, 11, 9, 11, 10, 10, 10, 10, 10, 11, 10, 11, 11, 11, 9, 9, 8, 9, 11, 8, 11, 7, 11, 10, 9, 11, 10, 10, 11, 10, 9, 11, 10, 9, 10, 10, 10, 11, 9, 9, 12, 11, 10, 9, 11, 8, 9, 11, 10, 11, 10, 10, 11, 10, 9, 12, 9, 11, 9, 9, 10, 10, 10, 9, 11, 9, 11, 11, 10, 8, 8, 12, 9, 10, 9, 9, 8, 10, 11, 10, 12, 10, 10, 12, 8, 10, 11, 10, 11, 10, 10, 10, 9, 9, 10, 10, 10, 9, 9, 9, 11, 11, 11, 9, 9, 8, 10, 9, 9, 8, 11, 9, 9, 10, 13, 10, 12, 11, 10, 9, 12, 11, 10, 10, 11, 9, 10, 10, 9, 12, 9, 10, 9, 9, 9, 9, 10, 10, 10, 9, 10, 10, 10, 9, 10, 11, 11, 10, 11, 9, 9, 11, 12, 11, 10, 10, 9, 11, 9, 8, 8, 9, 9, 8, 9, 10, 11, 9, 10, 11, 10, 9, 9, 11, 11, 8, 11, 10, 10, 9, 8, 11, 11, 12, 10, 12, 12, 11, 10, 9, 11, 10, 10, 10, 11, 10, 10, 9, 9, 10, 12, 9, 9, 10, 10, 8, 9, 10, 9, 10, 11, 11, 10, 10, 11, 10, 11, 9, 10, 11, 8, 11, 12, 11, 9, 11, 9, 10, 9, 10, 10, 9, 9, 10, 9, 9, 9, 12, 10, 11, 10, 9, 11, 10, 11, 9, 10, 12, 11, 10, 10, 10, 10, 11, 9, 10, 11, 10, 10, 10, 11, 9, 9, 10, 11, 10, 9, 11, 11, 10, 11, 10, 9, 10, 9, 10, 9, 8, 8, 11, 9, 10, 11, 10, 11, 9, 11, 10, 8, 9, 9, 10, 11, 10, 9, 11, 12, 11, 10, 10, 10, 10, 11, 9, 9, 9, 12, 11, 10, 9, 11, 10, 9, 9, 10, 9, 9, 11, 11, 8, 10, 9, 9, 8, 10, 11, 11, 12, 9, 11, 9, 11, 11, 9, 9, 10, 11, 9, 11, 10, 11, 9, 12, 9, 10, 10, 9, 9, 10, 12, 11, 9, 10, 11, 8, 11, 9, 10, 11, 10, 10, 11, 9, 9, 10, 9, 12, 10, 10, 8, 12, 9, 9, 10, 10, 10, 9, 11, 9, 11, 9, 11, 11, 10, 9, 10, 9, 11, 10, 10, 8, 10, 10, 9, 9, 11, 8, 12]"
20,5,127,113,29,4.379310344827586,3.896551724137931,400,"[11, 9, 12, 10, 10, 12, 9, 9, 9, 10, 10, 10, 10, 10, 8, 10, 10, 10, 10, 10, 10, 10, 11, 10, 11, 10, 10, 12, 10, 11, 9, 10, 9, 11, 9, 10, 9, 11, 10, 10, 9, 9, 10, 10, 12, 10, 11, 9, 8, 10, 9, 11, 10, 11, 10, 10, 10, 13, 9, 10, 12, 12, 11, 10, 10, 9, 11, 9, 11, 10, 10, 11, 10, 9, 11, 10, 11, 10, 9, 11, 10, 11, 9, 10, 11, 9, 10, 8, 11, 10, 11, 11, 9, 10, 11, 11, 9, 11, 11, 10, 8, 9, 12, 10, 9, 11, 11, 9, 10, 11, 9, 12, 12, 11, 8, 9, 10, 12, 10, 11, 9, 11, 10, 10, 11, 9, 9, 10, 12, 10, 11, 11, 11, 9, 9, 11, 7, 11, 9, 11, 10, 12, 9, 10, 9, 9, 11, 9, 10, 10, 9, 10, 10, 9, 10, 10, 10, 10, 9, 10, 7, 9, 11, 10, 10, 9, 11, 11, 8, 11, 10, 11, 10, 10, 10, 10, 7, 11, 9, 11, 10, 11, 11, 11, 10, 10, 9, 10, 11, 9, 11, 9, 7, 9, 10, 9, 10, 10, 10, 10, 11, 10, 9, 12, 11, 9, 11, 10, 8, 11, 10, 10, 8, 10, 10, 10, 10, 10, 10, 12, 9, 10, 10, 10, 10, 10, 10, 9, 10, 11, 9, 11, 8, 9, 10, 11, 11, 9, 9, 11, 11, 9, 9, 11, 8, 10, 11, 11, 10, 8, 10, 11, 10, 9, 11, 10, 11, 12, 9, 12, 8, 10, 11, 10, 10, 9, 10, 9, 9, 11, 10, 12, 10, 12, 10, 10, 9, 12, 10, 10, 10, 9, 9, 9, 10, 10, 9, 10, 10, 11, 9, 10, 10, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 8, 11, 11, 11, 9, 10, 11, 8, 9, 9, 10, 10, 9, 10, 10, 10, 7, 9, 12, 9, 9, 10, 10, 10, 8, 9, 10, 10, 10, 8, 10, 9, 12, 10, 10, 8, 10, 9, 10, 10, 9, 9, 11, 12, 9, 9, 8, 10, 11, 9, 10, 9, 10, 11, 11, 8, 8, 9, 9, 12, 11, 9, 10, 9, 9, 10, 9, 11, 10, 11, 11, 10, 12, 10, 10, 9, 9, 11, 10, 12, 9, 8, 10, 12, 11, 10, 9, 10, 8, 9, 10, 11, 10, 10, 11, 10]"
20,5,129,107,31,4.161290322580645,3.4516129032258065,400,"[10, 13, 11, 11, 11, 10, 11, 8, 11, 11, 10, 10, 10, 11, 10, 9, 11, 9, 11, 9, 10, 10, 9, 10, 9, 10, 10, 9, 10, 10, 11, 9, 10, 10, 9, 9, 9, 10, 13, 10, 9, 12, 11, 11, 12, 9, 11, 10, 9, 11, 10, 10, 12, 12, 9, 10, 10, 11, 9, 11, 10, 10, 12, 13, 10, 12, 12, 10, 10, 12, 10, 9, 10, 10, 12, 10, 9, 8, 9, 10, 10, 11, 10, 10, 8, 12, 11, 10, 11, 11, 10, 10, 9, 9, 10, 11, 11, 10, 10, 10, 10, 9, 13, 10, 9, 9, 10, 9, 10, 11, 11, 10, 11, 11, 10, 9, 8, 10, 10, 10, 10, 11, 11, 10, 12, 8, 9, 10, 9, 10, 10, 11, 9, 10, 12, 8, 9, 11, 10, 9, 9, 11, 8, 10, 8, 10, 10, 10, 10, 11, 10, 10, 11, 7, 11, 11, 11, 9, 10, 11, 10, 11, 12, 10, 9, 10, 10, 10, 10, 10, 10, 9, 11, 10, 10, 12, 10, 10, 9, 10, 10, 11, 11, 10, 8, 10, 11, 10, 10, 10, 8, 9, 10, 9, 9, 10, 9, 13, 9, 10, 11, 11, 11, 12, 12, 10, 10, 11, 9, 8, 12, 11, 11, 11, 9, 9, 9, 11, 9, 10, 11, 10, 11, 11, 10, 10, 9, 9, 10, 8, 10, 10, 9, 10, 10, 11, 11, 10, 10, 10, 9, 11, 13, 10, 11, 9, 10, 9, 9, 12, 9, 11, 9, 10, 9, 10, 9, 12, 9, 12, 9, 9, 11, 11, 12, 9, 10, 11, 10, 10, 10, 9, 10, 10, 11, 10, 11, 9, 9, 9, 10, 10, 9, 10, 10, 8, 10, 8, 9, 11, 12, 12, 11, 10, 10, 10, 10, 11, 10, 12, 11, 9, 10, 11, 11, 10, 11, 10, 13, 10, 8, 10, 10, 11, 11, 9, 10, 10, 10, 12, 11, 8, 10, 11, 9, 11, 9, 8, 12, 11, 10, 9, 9, 10, 9, 9, 10, 11, 10, 10, 9, 11, 10, 8, 10, 10, 9, 11, 9, 10, 9, 9, 12, 9, 9, 9, 10, 9, 9, 10, 10, 11, 11, 9, 10, 12, 11, 9, 11, 9, 10, 10, 11, 9, 10, 10, 10, 11, 9, 10, 11, 9, 8, 12, 12, 10, 10, 11, 9, 10, 10, 10, 10, 11, 10, 9, 10, 13, 10, 8]"
20,5,151,139,28,5.392857142857143,4.964285714285714,400,"[9, 9, 10, 11, 10, 10, 11, 12, 10, 10, 9, 10, 9, 10, 10, 11, 10, 11, 9, 10, 12, 9, 11, 11, 8, 12, 11, 10, 11, 10, 9, 11, 10, 11, 11, 9, 11, 9, 9, 11, 10, 10, 9, 11, 10, 10, 10, 9, 10, 10, 11, 9, 11, 10, 10, 10, 11, 11, 9, 10, 9, 9, 9, 8, 12, 10, 10, 11, 11, 11, 9, 10, 11, 11, 11, 11, 10, 11, 9, 9, 10, 10, 12, 10, 11, 9, 10, 9, 9, 9, 10, 9, 10, 11, 8, 10, 9, 10, 10, 10, 10, 10, 12, 8, 9, 10, 11, 10, 9, 10, 9, 8, 9, 10, 9, 11, 11, 10, 11, 9, 9, 10, 9, 11, 11, 8, 10, 11, 9, 10, 8, 10, 9, 11, 10, 12, 11, 11, 9, 12, 9, 11, 10, 9, 10, 10, 11, 10, 10, 11, 8, 9, 12, 9, 10, 10, 10, 10, 8, 10, 12, 12, 9, 9, 11, 11, 12, 10, 10, 10, 9, 10, 9, 9, 9, 11, 9, 12, 10, 10, 10, 12, 9, 9, 9, 10, 9, 10, 9, 11, 9, 10, 8, 9, 6, 9, 9, 11, 9, 11, 10, 10, 10, 10, 13, 11, 10, 10, 10, 11, 12, 12, 10, 9, 10, 10, 10, 9, 11, 9, 12, 10, 9, 9, 10, 9, 11, 11, 9, 11, 9, 9, 11, 10, 10, 9, 9, 8, 8, 12, 9, 11, 8, 11, 9, 8, 8, 9, 10, 10, 11, 9, 11, 10, 10, 7, 9, 10, 10, 10, 10, 9, 8, 8, 11, 9, 11, 10, 11, 11, 12, 8, 12, 10, 8, 10, 11, 9, 10, 9, 7, 11, 7, 11, 10, 10, 10, 11, 9, 8, 9, 10, 9, 10, 11, 11, 11, 9, 11, 10, 8, 9, 11, 10, 9, 11, 9, 11, 11, 10, 9, 10, 9, 7, 10, 11, 11, 13, 10, 10, 9, 11, 11, 12, 10, 11, 10, 10, 11, 9, 9, 11, 10, 11, 11, 9, 10, 9, 12, 11, 10, 8, 10, 10, 10, 11, 10, 10, 10, 9, 9, 9, 10, 11, 10, 9, 11, 12, 11, 11, 10, 10, 11, 12, 10, 11, 10, 11, 8, 10, 9, 10, 9, 10, 10, 10, 10, 9, 10, 11, 10, 11, 9, 9, 11, 10, 8, 11, 10, 10, 10, 10, 10, 10, 10, 10, 9, 10, 10, 10]"
20,5,174,156,33,5.2727272727272725,4.7272727272727275,400,"[11, 9, 11, 10, 10, 11, 8, 10, 11, 9, 10, 10, 9, 11, 9, 9, 9, 12, 11, 11, 10, 9, 11, 10, 9, 9, 11, 9, 10, 11, 8, 10, 10, 9, 11, 10, 12, 10, 10, 13, 12, 11, 10, 11, 9, 12, 8, 10, 11, 11, 11, 10, 10, 10, 9, 11, 9, 9, 10, 12, 10, 11, 9, 9, 10, 10, 9, 9, 9, 11, 10, 10, 10, 9, 9, 10, 10, 9, 11, 10, 9, 9, 10, 9, 8, 9, 11, 9, 11, 10, 10, 12, 11, 11, 11, 10, 9, 11, 10, 11, 11, 9, 10, 10, 9, 10, 10, 11, 10, 10, 11, 8, 10, 12, 10, 9, 10, 10, 10, 9, 9, 10, 9, 11, 11, 10, 10, 11, 9, 8, 10, 10, 9, 9, 8, 11, 10, 9, 11, 10, 10, 9, 11, 10, 10, 11, 10, 9, 9, 10, 8, 10, 9, 9, 10, 11, 9, 9, 9, 9, 9, 10, 11, 9, 10, 10, 12, 10, 9, 9, 8, 10, 10, 10, 9, 9, 10, 11, 12, 8, 10, 7, 10, 10, 10, 9, 10, 10, 9, 10, 10, 10, 11, 9, 10, 9, 10, 9, 11, 10, 11, 11, 8, 11, 10, 11, 10, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 9, 10, 8, 10, 10, 11, 9, 11, 10, 9, 10, 11, 10, 13, 8, 10, 11, 11, 11, 11, 9, 11, 10, 10, 11, 10, 10, 12, 10, 10, 11, 9, 10, 9, 8, 10, 9, 9, 10, 9, 9, 9, 10, 10, 9, 9, 10, 11, 10, 12, 9, 10, 11, 11, 10, 10, 10, 11, 11, 10, 10, 11, 10, 12, 10, 9, 10, 11, 8, 12, 9, 10, 10, 10, 12, 10, 10, 9, 11, 8, 10, 9, 11, 10, 11, 10, 10, 10, 11, 7, 10, 9, 11, 11, 10, 9, 10, 10, 10, 11, 10, 11, 11, 11, 10, 11, 10, 8, 10, 11, 10, 11, 10, 8, 10, 10, 11, 9, 11, 10, 10, 9, 11, 11, 12, 10, 10, 12, 9, 10, 10, 10, 11, 9, 10, 11, 10, 11, 13, 12, 11, 9, 10, 9, 12, 9, 10, 9, 11, 12, 11, 10, 10, 11, 10, 11, 9, 10, 10, 9, 11, 9, 10, 10, 8, 11, 11, 12, 11, 9, 10, 9, 11, 10, 9, 8, 11, 13, 9, 11, 11]"
20,5,143,123,23,6.217391304347826,5.3478260869565215,400,"[9, 9, 11, 10, 12, 10, 11, 11, 11, 9, 9, 10, 11, 11, 10, 9, 10, 9, 10, 11, 9, 9, 12, 9, 11, 11, 11, 11, 11, 10, 10, 8, 10, 10, 9, 9, 10, 9, 9, 10, 11, 10, 11, 10, 9, 11, 10, 9, 10, 10, 10, 9, 9, 12, 10, 10, 9, 12, 9, 8, 11, 10, 10, 9, 8, 10, 9, 10, 9, 8, 10, 11, 9, 10, 10, 11, 9, 9, 9, 10, 9, 9, 12, 11, 9, 11, 9, 10, 10, 11, 9, 11, 11, 11, 8, 11, 11, 10, 9, 9, 10, 8, 10, 10, 11, 9, 9, 11, 10, 12, 9, 9, 10, 10, 10, 11, 12, 10, 10, 9, 10, 9, 12, 11, 10, 9, 9, 9, 9, 10, 10, 11, 11, 8, 10, 10, 9, 11, 8, 10, 11, 11, 9, 10, 11, 10, 10, 9, 10, 11, 11, 11, 10, 12, 9, 10, 10, 10, 10, 10, 10, 10, 11, 10, 9, 11, 9, 10, 9, 10, 10, 9, 11, 11, 9, 9, 10, 9, 10, 10, 11, 10, 10, 10, 12, 11, 9, 10, 10, 9, 10, 9, 10, 12, 9, 11, 8, 9, 9, 9, 11, 9, 10, 10, 9, 11, 10, 9, 10, 12, 11, 11, 11, 11, 9, 11, 10, 8, 10, 9, 11, 10, 9, 12, 11, 10, 10, 11, 11, 10, 10, 11, 10, 9, 12, 13, 12, 9, 7, 9, 10, 11, 11, 10, 9, 9, 10, 11, 10, 10, 10, 9, 9, 10, 10, 10, 10, 8, 9, 10, 9, 9, 9, 11, 11, 9, 11, 10, 8, 11, 9, 10, 10, 10, 11, 9, 11, 9, 8, 10, 12, 11, 10, 10, 10, 11, 11, 8, 10, 11, 10, 10, 10, 9, 10, 11, 9, 12, 10, 9, 9, 9, 10, 10, 9, 12, 12, 11, 11, 9, 11, 11, 12, 9, 11, 9, 8, 10, 10, 8, 8, 8, 8, 11, 10, 11, 9, 9, 9, 11, 11, 10, 10, 11, 8, 10, 9, 10, 10, 9, 11, 11, 8, 9, 10, 11, 11, 11, 9, 9, 10, 10, 9, 11, 9, 9, 10, 9, 11, 11, 11, 11, 10, 10, 12, 9, 9, 11, 10, 10, 10, 10, 9, 10, 8, 9, 8, 10, 10, 8, 10, 9, 12, 10, 9, 8, 9, 10, 10, 11, 11, 10, 10, 8, 10, 12, 12, 11, 10, 11]"
